Word,Start Timecode,End Timecode,Speaker
But,00:21:45:52,00:21:46:14,Speaker1
he,00:21:46:14,00:21:46:19,Speaker1
did,00:21:46:19,00:21:46:52,Speaker1
fly.,00:21:47:04,00:21:47:33,Speaker1
He,00:21:47:33,00:21:47:57,Speaker1
discovered,00:21:47:57,00:21:48:31,Speaker1
he,00:21:48:31,00:21:48:43,Speaker1
had,00:21:48:43,00:21:48:56,Speaker1
to.,00:21:48:56,00:21:49:21,Speaker1
Do,00:21:51:01,00:21:51:17,Speaker1
you,00:21:51:17,00:21:51:28,Speaker1
wish,00:21:51:28,00:21:52:18,Speaker1
that,00:21:52:43,00:21:53:07,Speaker1
the,00:21:53:07,00:21:53:10,Speaker1
first,00:21:53:10,00:21:53:30,Speaker1
Apollo,00:21:53:30,00:21:53:55,Speaker1
mission,00:21:53:55,00:21:54:24,Speaker1
hadn't,00:21:54:24,00:21:54:48,Speaker1
reached,00:21:54:48,00:21:55:07,Speaker1
the,00:21:55:07,00:21:55:13,Speaker1
moon?,00:21:55:13,00:21:55:51,Speaker1
Or,00:21:55:51,00:21:56:00,Speaker1
that,00:21:56:00,00:21:56:05,Speaker1
we,00:21:56:05,00:21:56:10,Speaker1
hadn't,00:21:56:10,00:21:56:21,Speaker1
gone,00:21:56:21,00:21:56:30,Speaker1
on,00:21:56:30,00:21:56:36,Speaker1
to,00:21:56:36,00:21:56:43,Speaker1
Mars,00:21:56:43,00:21:56:57,Speaker1
and,00:21:56:57,00:21:57:03,Speaker1
then,00:21:57:03,00:21:57:10,Speaker1
to,00:21:57:10,00:21:57:15,Speaker1
the,00:21:57:15,00:21:57:19,Speaker1
nearest,00:21:57:19,00:21:57:39,Speaker1
star?,00:21:57:39,00:21:58:25,Speaker1
That's,00:21:59:46,00:21:59:58,Speaker1
like,00:21:59:58,00:22:00:09,Speaker1
saying,00:22:00:09,00:22:00:25,Speaker1
you,00:22:00:25,00:22:00:36,Speaker1
wish,00:22:00:36,00:22:00:54,Speaker1
that,00:22:00:54,00:22:01:21,Speaker1
you,00:22:01:34,00:22:02:03,Speaker1
still,00:22:02:03,00:22:02:17,Speaker1
operated,00:22:02:17,00:22:02:39,Speaker1
with,00:22:02:39,00:22:02:49,Speaker1
scalpels,00:22:02:49,00:22:03:33,Speaker1
and,00:22:03:33,00:22:04:05,Speaker1
sewed,00:22:04:05,00:22:04:27,Speaker1
your,00:22:04:27,00:22:04:37,Speaker1
patients,00:22:04:37,00:22:05:01,Speaker1
up,00:22:05:01,00:22:05:08,Speaker1
with,00:22:05:08,00:22:05:17,Speaker1
catgut,00:22:05:17,00:22:05:48,Speaker1
like,00:22:05:48,00:22:06:09,Speaker1
your,00:22:06:09,00:22:06:16,Speaker1
great,00:22:06:16,00:22:06:33,Speaker1
great,00:22:06:33,00:22:07:01,Speaker1
great,00:22:07:01,00:22:07:39,Speaker1
great,00:22:07:39,00:22:08:03,Speaker1
grandfather,00:22:08:03,00:22:08:48,Speaker1
used,00:22:08:48,00:22:09:02,Speaker1
to.,00:22:09:02,00:22:09:29,Speaker1
I'm,00:22:12:48,00:22:13:11,Speaker1
in,00:22:13:11,00:22:13:18,Speaker1
command.,00:22:13:18,00:22:14:07,Speaker1
I,00:22:14:36,00:22:14:52,Speaker1
could,00:22:14:52,00:22:15:03,Speaker1
order,00:22:15:03,00:22:15:15,Speaker1
"this,",00:22:15:15,00:22:16:02,Speaker1
but,00:22:17:07,00:22:17:28,Speaker1
I'm,00:22:17:28,00:22:17:37,Speaker1
not.,00:22:17:37,00:22:18:13,Speaker1
Because.,00:22:21:48,00:22:22:40,Speaker1
Doctor,00:22:23:37,00:22:24:10,Speaker1
McCoy,00:22:24:10,00:22:24:51,Speaker1
is,00:22:24:51,00:22:25:09,Speaker1
right,00:22:25:09,00:22:26:05,Speaker1
in,00:22:27:15,00:22:27:42,Speaker1
pointing,00:22:27:42,00:22:28:04,Speaker1
out,00:22:28:04,00:22:28:29,Speaker1
the,00:22:28:29,00:22:28:47,Speaker1
enormous,00:22:28:47,00:22:29:45,Speaker1
danger,00:22:29:45,00:22:30:26,Speaker1
potential.,00:22:30:26,00:22:31:11,Speaker1
In,00:22:31:54,00:22:32:08,Speaker1
any,00:22:32:08,00:22:32:55,Speaker1
contact,00:22:32:55,00:22:33:43,Speaker1
with,00:22:33:43,00:22:33:54,Speaker1
life,00:22:33:54,00:22:34:16,Speaker1
and,00:22:34:16,00:22:34:27,Speaker1
intelligence,00:22:34:27,00:22:35:08,Speaker1
as,00:22:35:08,00:22:35:35,Speaker1
fantastically,00:22:35:35,00:22:36:36,Speaker1
advanced,00:22:36:36,00:22:37:03,Speaker1
as,00:22:37:03,00:22:37:10,Speaker1
"this,",00:22:37:10,00:22:37:28,Speaker1
but,00:22:37:28,00:22:37:54,Speaker1
I,00:22:37:54,00:22:38:12,Speaker1
must,00:22:38:12,00:22:38:30,Speaker1
point,00:22:38:30,00:22:38:48,Speaker1
out,00:22:38:48,00:22:39:16,Speaker1
that,00:22:39:16,00:22:39:34,Speaker1
the,00:22:39:34,00:22:39:43,Speaker1
"possibilities,",00:22:39:43,00:22:40:43,Speaker1
the,00:22:40:43,00:22:40:59,Speaker1
potential,00:22:40:59,00:22:41:49,Speaker1
for,00:22:42:42,00:22:42:54,Speaker1
knowledge,00:22:42:54,00:22:43:39,Speaker1
and,00:22:43:39,00:22:43:57,Speaker1
advancement,00:22:43:57,00:22:44:31,Speaker1
is,00:22:44:31,00:22:44:39,Speaker1
equally,00:22:44:39,00:22:44:55,Speaker1
great.,00:22:44:55,00:22:45:36,Speaker1
Risk.,00:22:50:22,00:22:51:15,Speaker1
Risk,00:22:52:18,00:22:53:01,Speaker1
is,00:22:53:01,00:22:53:19,Speaker1
our,00:22:53:19,00:22:53:34,Speaker1
business.,00:22:53:34,00:22:54:30,Speaker1
That's,00:22:55:48,00:22:56:01,Speaker1
what,00:22:56:01,00:22:56:10,Speaker1
the,00:22:56:10,00:22:56:17,Speaker1
Starship,00:22:56:17,00:22:56:42,Speaker1
is,00:22:56:42,00:22:56:48,Speaker1
all,00:22:56:48,00:22:56:55,Speaker1
about.,00:22:56:55,00:22:57:29,Speaker1
That's,00:22:58:48,00:22:59:33,Speaker1
why,00:22:59:33,00:22:59:58,Speaker1
we're,00:22:59:58,00:23:00:11,Speaker1
aboard,00:23:00:11,00:23:00:42,Speaker1
her.,00:23:00:42,00:23:01:16,Speaker1
You,00:23:08:31,00:23:08:53,Speaker1
may,00:23:08:53,00:23:09:06,Speaker1
dissent,00:23:09:06,00:23:09:29,Speaker1
without,00:23:09:29,00:23:10:00,Speaker1
prejudice.,00:23:10:00,00:23:10:32,Speaker1
Do,00:23:14:18,00:23:14:38,Speaker1
I,00:23:14:38,00:23:14:54,Speaker1
hear.,00:23:14:56,00:23:15:34,Speaker1
A,00:23:16:01,00:23:16:17,""
negative,00:23:16:17,00:23:16:42,""
vote?,00:23:16:42,00:23:17:02,""
Stand,00:23:32:11,00:23:32:40,""
by,00:23:32:40,00:23:33:00,""
to,00:23:33:00,00:23:33:07,""
beam.,00:23:33:07,00:23:33:18,""
Aboard,00:23:33:18,00:23:33:39,Speaker1
three,00:23:33:39,00:23:33:59,Speaker1
receptacles.,00:23:33:59,00:23:35:02,Speaker1
Extreme,00:23:36:43,00:23:37:35,Speaker3
power.,00:23:37:35,00:23:37:58,Speaker3
The,00:23:37:58,00:23:38:07,Speaker3
alien,00:23:38:07,00:23:38:27,Speaker3
mind,00:23:38:27,00:23:38:54,Speaker3
will,00:23:38:54,00:23:39:32,Speaker3
drive,00:23:39:32,00:23:40:03,Speaker3
the,00:23:40:03,00:23:40:08,Speaker3
heart.,00:23:40:08,00:23:40:21,Speaker3
Action,00:23:40:21,00:23:40:39,Speaker3
dangerously,00:23:40:39,00:23:41:13,Speaker3
high,00:23:41:13,00:23:41:33,Speaker3
in,00:23:41:33,00:23:41:40,Speaker3
the,00:23:41:40,00:23:41:45,Speaker3
body.,00:23:41:45,00:23:42:00,Speaker3
Functions,00:23:42:00,00:23:42:28,Speaker3
will,00:23:42:28,00:23:42:39,Speaker3
race,00:23:42:39,00:23:42:59,Speaker3
many,00:23:42:59,00:23:43:13,Speaker3
times,00:23:43:13,00:23:43:31,Speaker3
their,00:23:43:31,00:23:43:39,Speaker3
normal,00:23:43:39,00:23:43:58,Speaker3
metabolism.,00:23:43:58,00:23:44:52,Speaker3
So,00:23:45:00,00:23:45:28,Speaker3
we're,00:23:45:28,00:23:45:37,Speaker3
going,00:23:45:37,00:23:45:50,Speaker3
to,00:23:45:50,00:23:45:55,Speaker3
have,00:23:45:55,00:23:46:08,Speaker3
to,00:23:46:08,00:23:46:13,Speaker3
monitor,00:23:46:13,00:23:46:40,Speaker3
this,00:23:46:40,00:23:46:58,Speaker3
very,00:23:46:58,00:23:47:16,Speaker3
carefully.,00:23:47:16,00:23:48:07,Speaker3
"Yes,",00:23:48:07,00:23:48:32,Speaker3
sir.,00:23:48:32,00:23:48:57,Speaker3
"Well,",00:23:50:24,00:23:50:52,Speaker3
I,00:23:50:52,00:23:50:58,Speaker3
guess,00:23:50:58,00:23:51:12,Speaker3
we're,00:23:51:12,00:23:51:19,Speaker3
about,00:23:51:19,00:23:51:34,Speaker3
as,00:23:51:34,00:23:51:41,Speaker3
ready,00:23:51:41,00:23:51:54,Speaker3
as,00:23:51:54,00:23:52:01,Speaker3
we'll,00:23:52:01,00:23:52:12,Speaker3
ever,00:23:52:12,00:23:52:21,Speaker3
be.,00:23:52:22,00:23:52:49,Speaker3
Jim.,00:23:52:49,00:23:53:15,Speaker3
"Ready,",00:23:53:47,00:23:54:10,Speaker1
Sargon.,00:23:54:10,00:23:54:39,Speaker1
The,00:24:30:06,00:24:30:35,Speaker1
transference,00:24:30:35,00:24:31:38,Speaker1
is,00:24:32:55,00:24:33:10,Speaker1
complete.,00:24:33:10,00:24:34:06,Speaker1
Metabolic,00:24:41:41,00:24:42:08,Speaker5
rate,00:24:42:08,00:24:42:17,Speaker5
is,00:24:42:17,00:24:42:24,Speaker5
double,00:24:42:24,00:24:42:39,Speaker5
and,00:24:42:39,00:24:42:46,Speaker5
"rising,",00:24:42:46,00:24:43:07,Speaker5
doctor.,00:24:43:07,00:24:43:38,Speaker5
Hello.,00:24:48:28,00:24:49:13,Speaker1
"Oh,",00:24:52:47,00:24:53:10,Speaker3
you,00:24:53:12,00:24:53:25,Speaker3
were,00:24:53:25,00:24:53:37,Speaker3
a,00:24:53:37,00:24:53:43,Speaker3
lovely,00:24:53:43,00:24:54:03,Speaker3
female.,00:24:54:03,00:24:54:42,Speaker3
A,00:24:55:43,00:24:55:51,Speaker3
pleasant,00:24:55:51,00:24:56:10,Speaker3
sight,00:24:56:10,00:24:56:25,Speaker3
to,00:24:56:25,00:24:56:32,Speaker3
wake,00:24:56:32,00:24:56:46,Speaker3
up,00:24:56:46,00:24:56:54,Speaker3
to,00:24:56:54,00:24:57:04,Speaker3
after,00:24:57:04,00:24:57:26,Speaker3
half,00:24:57:26,00:24:57:36,Speaker3
a,00:24:57:36,00:24:57:46,Speaker3
million,00:24:57:46,00:24:57:57,Speaker3
years.,00:24:57:57,00:24:58:34,Speaker3
Thank,00:25:00:03,00:25:00:30,Speaker5
you.,00:25:00:30,00:25:00:51,Speaker5
You're,00:25:00:53,00:25:01:20,Speaker3
welcome.,00:25:01:20,00:25:01:56,Speaker3
Ha,00:25:02:57,00:25:03:08,Speaker3
ha,00:25:04:07,00:25:04:16,Speaker3
ha.,00:25:04:16,00:25:04:27,Speaker3
I,00:25:15:11,00:25:15:24,""
forgot.,00:25:15:24,00:25:15:52,""
What,00:25:16:06,00:25:16:16,""
it,00:25:16:16,00:25:16:27,""
felt,00:25:16:27,00:25:16:51,""
like.,00:25:16:51,00:25:17:14,""
Even,00:25:21:17,00:25:21:39,Speaker5
to,00:25:21:39,00:25:21:49,Speaker5
breathe,00:25:21:49,00:25:22:15,Speaker5
again.,00:25:22:16,00:25:22:51,Speaker5
Saga.,00:25:33:17,00:25:33:51,""
Here.,00:25:44:57,00:25:45:20,""
In,00:25:47:27,00:25:47:48,""
this,00:25:47:48,00:25:48:01,""
body.,00:25:48:01,00:25:48:37,""
They're,00:26:12:00,00:26:12:24,Speaker5
not,00:26:12:24,00:26:13:00,Speaker5
displeased.,00:26:13:00,00:26:13:52,Speaker5
My,00:26:13:52,00:26:14:08,Speaker5
husband.,00:26:14:08,00:26:14:46,Speaker5
Your,00:26:16:01,00:26:16:16,Speaker5
body,00:26:16:16,00:26:16:43,Speaker5
is,00:26:16:43,00:26:17:08,Speaker5
not,00:26:17:08,00:26:17:30,Speaker5
unlike,00:26:17:30,00:26:17:58,Speaker5
that.,00:26:17:58,00:26:18:38,Speaker5
Which,00:26:18:38,00:26:18:52,""
was,00:26:18:52,00:26:19:05,""
your,00:26:19:05,00:26:19:16,""
own.,00:26:19:16,00:26:19:36,""
But,00:26:21:33,00:26:21:47,""
I,00:26:21:47,00:26:21:58,""
too.,00:26:22:00,00:26:22:27,""
Am,00:26:25:00,00:26:25:18,""
pleased.,00:26:25:18,00:26:25:59,""
Beloved.,00:26:25:59,00:26:26:35,""
You,00:26:31:22,00:26:31:30,""
so,00:26:31:30,00:26:31:46,""
love.,00:26:31:46,00:26:31:58,""
It's,00:26:34:53,00:26:35:09,""
a,00:26:35:09,00:26:35:15,""
very.,00:26:35:15,00:26:35:29,""
You.,00:26:41:25,00:26:41:50,""
This,00:26:55:24,00:26:55:33,Speaker3
is,00:26:55:33,00:26:55:40,Speaker3
an,00:26:55:40,00:26:55:47,Speaker3
excellent,00:26:55:47,00:26:56:12,Speaker3
"body,",00:26:56:12,00:26:56:36,Speaker3
doctor.,00:26:56:36,00:26:57:06,Speaker3
I,00:26:57:35,00:26:57:40,Speaker3
seem,00:26:57:40,00:26:58:02,Speaker3
to,00:26:58:02,00:26:58:13,Speaker3
have,00:26:58:13,00:26:58:20,Speaker3
received,00:26:58:20,00:26:59:00,Speaker3
the,00:26:59:09,00:26:59:34,Speaker3
best,00:26:59:34,00:26:59:55,Speaker3
of,00:26:59:55,00:27:00:03,Speaker3
the,00:27:00:03,00:27:00:08,Speaker3
three,00:27:00:08,00:27:00:44,Speaker3
strength,00:27:00:44,00:27:01:27,Speaker3
"hearing,",00:27:01:27,00:27:01:58,Speaker3
eyesight,00:27:01:58,00:27:02:30,Speaker3
all,00:27:02:30,00:27:02:50,Speaker3
far,00:27:02:50,00:27:03:06,Speaker3
above,00:27:03:06,00:27:03:30,Speaker3
your,00:27:03:30,00:27:04:02,Speaker3
human,00:27:04:02,00:27:04:36,Speaker3
norms.,00:27:04:36,00:27:05:00,Speaker3
I'm,00:27:05:00,00:27:05:10,Speaker3
surprised,00:27:05:10,00:27:05:34,Speaker3
the,00:27:05:34,00:27:05:41,Speaker3
Vulcans,00:27:05:41,00:27:06:04,Speaker3
never,00:27:06:04,00:27:06:21,Speaker3
conquered,00:27:06:21,00:27:06:39,Speaker3
your,00:27:06:39,00:27:06:48,Speaker3
race.,00:27:06:48,00:27:07:24,Speaker3
Vulcans,00:27:07:51,00:27:08:23,Speaker3
worship,00:27:08:23,00:27:08:48,Speaker3
peace,00:27:08:48,00:27:09:12,Speaker3
above,00:27:09:12,00:27:09:28,Speaker3
all.,00:27:09:28,00:27:09:49,Speaker3
Hannah.,00:27:09:49,00:27:10:09,Speaker3
"Yes,",00:27:10:09,00:27:10:42,Speaker3
of,00:27:10:42,00:27:10:47,Speaker3
"course,",00:27:10:47,00:27:11:09,Speaker3
of,00:27:11:09,00:27:11:12,Speaker3
course.,00:27:11:12,00:27:11:28,Speaker3
Just,00:27:11:28,00:27:11:41,Speaker3
as,00:27:11:41,00:27:11:50,Speaker3
we,00:27:11:50,00:27:11:59,Speaker3
"do,",00:27:11:59,00:27:12:08,Speaker3
doctor.,00:27:12:08,00:27:12:26,Speaker3
Nurse.,00:27:13:38,00:27:14:27,Speaker1
Doctor.,00:27:20:01,00:27:20:37,Speaker5
Hanukkah.,00:27:26:45,00:27:27:12,Speaker3
You,00:27:27:12,00:27:27:21,Speaker3
better,00:27:27:21,00:27:27:32,Speaker3
get,00:27:27:34,00:27:27:43,Speaker3
back,00:27:27:43,00:27:27:52,Speaker3
to,00:27:27:52,00:27:27:59,Speaker3
bed,00:27:27:59,00:27:28:13,Speaker3
to,00:27:28:13,00:27:28:31,Speaker3
be,00:27:28:37,00:27:28:46,Speaker3
unnecessary.,00:27:28:46,00:27:29:25,Speaker3
"Doctor,",00:27:29:27,00:27:29:47,Speaker3
there's,00:27:29:47,00:27:30:01,Speaker3
Vulcan.,00:27:30:01,00:27:30:23,Speaker3
Body,00:27:30:23,00:27:30:37,Speaker3
is,00:27:30:37,00:27:30:45,Speaker3
accustomed,00:27:30:45,00:27:31:08,Speaker3
to,00:27:31:08,00:27:31:13,Speaker3
the,00:27:31:13,00:27:31:21,Speaker3
higher,00:27:31:21,00:27:31:35,Speaker3
metabolism.,00:27:31:35,00:27:32:20,Speaker3
Sargon.,00:27:34:30,00:27:35:13,Speaker3
It,00:27:35:13,00:27:35:20,Speaker3
won't,00:27:35:20,00:27:35:34,Speaker3
work.,00:27:35:34,00:27:36:12,Speaker3
You've,00:27:36:14,00:27:36:43,Speaker3
got,00:27:36:43,00:27:36:59,Speaker3
to,00:27:36:59,00:27:37:04,Speaker3
get,00:27:37:04,00:27:37:15,Speaker3
out,00:27:37:15,00:27:37:22,Speaker3
before,00:27:37:22,00:27:37:40,Speaker3
you,00:27:37:40,00:27:37:48,Speaker3
kill,00:27:37:48,00:27:38:02,Speaker3
them.,00:27:38:02,00:27:38:33,Speaker3
We,00:27:39:09,00:27:39:18,Speaker1
will,00:27:39:18,00:27:39:27,Speaker1
be,00:27:39:27,00:27:39:34,Speaker1
killed,00:27:39:34,00:27:39:48,Speaker1
once,00:27:39:48,00:27:40:19,Speaker1
until,00:27:41:34,00:27:41:54,Speaker1
you,00:27:41:54,00:27:42:00,Speaker1
can,00:27:42:00,00:27:42:10,Speaker1
administer,00:27:42:10,00:27:42:57,Speaker1
a,00:27:42:57,00:27:43:04,Speaker1
metabolic,00:27:43:04,00:27:43:35,Speaker1
reduction,00:27:43:35,00:27:44:04,Speaker1
injection.,00:27:44:04,00:27:44:42,Speaker1
A,00:27:45:45,00:27:45:59,Speaker1
what?,00:27:45:59,00:27:46:22,Speaker1
I'll,00:27:46:30,00:27:46:58,Speaker3
prepare,00:27:46:58,00:27:47:16,Speaker3
the,00:27:47:16,00:27:47:24,Speaker3
formula.,00:27:47:24,00:27:47:45,Speaker3
Sargon.,00:27:47:47,00:27:48:19,Speaker3
Henoch.,00:27:49:06,00:27:49:40,Speaker1
Your,00:27:50:57,00:27:51:15,Speaker1
condition.,00:27:51:15,00:27:51:58,Speaker1
I,00:27:52:13,00:27:52:36,Speaker3
can,00:27:52:36,00:27:52:45,Speaker3
continue,00:27:52:45,00:27:53:07,Speaker3
in,00:27:53:07,00:27:53:12,Speaker3
this,00:27:53:12,00:27:53:23,Speaker3
body,00:27:53:23,00:27:53:37,Speaker3
for,00:27:53:37,00:27:53:45,Speaker3
several,00:27:53:45,00:27:54:03,Speaker3
hours.,00:27:54:03,00:27:54:37,Speaker3
Fortunate.,00:27:55:23,00:27:56:26,Speaker1
We,00:27:57:45,00:27:58:12,Speaker3
will.,00:27:58:12,00:27:58:42,Speaker3
Vacated,00:28:00:18,00:28:00:49,Speaker1
ones.,00:28:00:49,00:28:01:27,Speaker1
This,00:28:16:48,00:28:17:08,Speaker3
woman,00:28:17:08,00:28:17:24,Speaker3
will,00:28:17:24,00:28:17:35,Speaker3
assist,00:28:17:35,00:28:17:53,Speaker3
me.,00:28:17:53,00:28:18:07,Speaker3
You,00:28:19:30,00:28:19:33,Speaker3
will,00:28:19:33,00:28:19:44,Speaker3
take,00:28:19:44,00:28:19:57,Speaker3
me,00:28:19:57,00:28:20:04,Speaker3
to,00:28:20:04,00:28:20:11,Speaker3
your,00:28:20:11,00:28:20:20,Speaker3
pharmacology,00:28:20:20,00:28:21:00,Speaker3
laboratory.,00:28:21:00,00:28:21:45,Speaker3
Bones.,00:28:27:17,00:28:27:48,""
It,00:28:30:06,00:28:30:12,""
was,00:28:30:12,00:28:30:22,""
close.,00:28:30:22,00:28:30:44,""
Jim,00:28:30:44,00:28:31:02,Speaker3
both,00:28:31:43,00:28:32:01,Speaker3
barely,00:28:32:01,00:28:32:18,Speaker3
got,00:28:32:18,00:28:32:30,Speaker3
back,00:28:32:30,00:28:32:41,Speaker3
alive.,00:28:32:41,00:28:33:24,Speaker3
Unless,00:28:33:49,00:28:34:07,Speaker3
the,00:28:34:07,00:28:34:13,Speaker3
formula,00:28:34:13,00:28:34:38,Speaker3
"works,",00:28:34:38,00:28:34:52,Speaker3
we,00:28:34:52,00:28:35:00,Speaker3
can't,00:28:35:00,00:28:35:12,Speaker3
risk,00:28:35:12,00:28:35:27,Speaker3
it,00:28:35:27,00:28:35:32,Speaker3
again.,00:28:35:32,00:28:36:08,Speaker3
Now,00:28:39:03,00:28:39:26,Speaker3
this,00:28:39:51,00:28:40:06,Speaker3
"formula,",00:28:40:06,00:28:40:47,Speaker3
we,00:28:41:19,00:28:41:28,Speaker3
reduced,00:28:41:28,00:28:41:50,Speaker3
the,00:28:41:50,00:28:41:59,Speaker3
heart,00:28:41:59,00:28:42:13,Speaker3
action,00:28:42:13,00:28:42:37,Speaker3
and,00:28:42:37,00:28:42:55,Speaker3
the,00:28:42:55,00:28:43:00,Speaker3
bodily,00:28:43:00,00:28:43:20,Speaker3
functions,00:28:43:20,00:28:43:49,Speaker3
to,00:28:43:49,00:28:43:56,Speaker3
normal,00:28:43:56,00:28:44:36,Speaker3
while,00:28:45:06,00:28:45:33,Speaker3
the,00:28:45:33,00:28:45:40,Speaker3
bodies,00:28:45:40,00:28:45:57,Speaker3
are,00:28:45:57,00:28:46:04,Speaker3
occupied.,00:28:46:04,00:28:46:58,Speaker3
You,00:28:47:00,00:28:47:23,Speaker3
will,00:28:47:23,00:28:47:32,Speaker3
administer,00:28:47:32,00:28:48:08,Speaker3
one,00:28:48:08,00:28:48:21,Speaker3
injection,00:28:48:21,00:28:48:55,Speaker3
of,00:28:48:55,00:28:49:02,Speaker3
ten,00:28:49:02,00:28:49:16,Speaker3
cc's,00:28:49:16,00:28:50:12,Speaker3
each,00:28:50:25,00:28:50:50,Speaker3
hour.,00:28:50:52,00:28:51:21,Speaker3
I,00:28:51:22,00:28:51:37,Speaker5
understand.,00:28:51:37,00:28:52:22,Speaker5
This,00:28:52:31,00:28:52:45,Speaker3
hypo.,00:28:52:45,00:28:53:10,Speaker3
You,00:28:53:12,00:28:53:23,Speaker3
will,00:28:53:23,00:28:53:34,Speaker3
code,00:28:53:34,00:28:53:48,Speaker3
mark,00:28:53:48,00:28:54:24,Speaker3
for.,00:28:54:44,00:28:55:09,Speaker3
And,00:28:58:06,00:28:58:21,Speaker3
this,00:28:58:21,00:28:58:33,Speaker3
one,00:28:58:33,00:28:59:07,Speaker3
you,00:28:59:38,00:28:59:54,Speaker3
will,00:28:59:54,00:29:00:05,Speaker3
code,00:29:00:05,00:29:00:23,Speaker3
mark,00:29:00:23,00:29:00:59,Speaker3
for,00:29:02:04,00:29:02:25,Speaker3
me.,00:29:02:25,00:29:02:52,Speaker3
"Yes,",00:29:03:25,00:29:03:55,Speaker5
sir.,00:29:03:55,00:29:04:13,Speaker5
This,00:29:05:29,00:29:05:45,Speaker3
one,00:29:05:45,00:29:06:16,Speaker3
you,00:29:06:55,00:29:07:08,Speaker3
will,00:29:07:08,00:29:07:17,Speaker3
administer,00:29:07:17,00:29:07:53,Speaker3
to,00:29:07:53,00:29:08:25,Speaker3
Captain,00:29:08:25,00:29:08:54,Speaker3
Kirk.,00:29:08:54,00:29:09:37,Speaker3
Sargon,00:29:11:07,00:29:11:40,Speaker3
is,00:29:11:40,00:29:11:49,Speaker3
in,00:29:11:49,00:29:11:56,Speaker3
his,00:29:11:56,00:29:12:07,Speaker3
body.,00:29:12:07,00:29:12:41,Speaker3
This,00:29:15:52,00:29:16:01,Speaker5
hypo,00:29:16:01,00:29:16:18,Speaker5
does,00:29:16:18,00:29:16:27,Speaker5
not,00:29:16:27,00:29:16:34,Speaker5
contain,00:29:16:34,00:29:16:52,Speaker5
the,00:29:16:52,00:29:16:57,Speaker5
same,00:29:16:57,00:29:17:10,Speaker5
formula.,00:29:17:10,00:29:17:55,Speaker5
No.,00:29:18:27,00:29:19:07,Speaker3
That's,00:29:19:07,00:29:19:27,Speaker3
correct.,00:29:19:27,00:29:19:57,Speaker3
But,00:29:19:57,00:29:20:26,Speaker3
since,00:29:20:26,00:29:20:40,Speaker3
I,00:29:20:40,00:29:20:46,Speaker3
will,00:29:20:46,00:29:20:55,Speaker3
arrange,00:29:20:55,00:29:21:18,Speaker3
for,00:29:21:18,00:29:21:29,Speaker3
you,00:29:21:29,00:29:21:49,Speaker3
to,00:29:21:49,00:29:21:58,Speaker3
administer,00:29:21:58,00:29:22:32,Speaker3
each,00:29:22:32,00:29:22:43,Speaker3
of,00:29:22:43,00:29:22:48,Speaker3
the,00:29:22:48,00:29:22:55,Speaker3
"injections,",00:29:22:55,00:29:23:49,Speaker3
then,00:29:24:16,00:29:24:24,Speaker3
no,00:29:24:24,00:29:24:31,Speaker3
one,00:29:24:31,00:29:24:38,Speaker3
else,00:29:24:38,00:29:24:49,Speaker3
will,00:29:24:49,00:29:24:58,Speaker3
notice.,00:29:24:58,00:29:25:37,Speaker3
Without,00:29:26:19,00:29:26:42,Speaker5
the,00:29:26:42,00:29:26:48,Speaker5
same,00:29:26:48,00:29:27:07,Speaker5
"formula,",00:29:27:07,00:29:27:51,Speaker5
Captain,00:29:27:51,00:29:28:19,Speaker5
Kirk,00:29:28:19,00:29:28:32,Speaker5
will,00:29:28:32,00:29:28:41,Speaker5
die.,00:29:28:41,00:29:29:19,Speaker5
What,00:29:37:11,00:29:37:18,""
were,00:29:37:18,00:29:37:24,""
you,00:29:37:24,00:29:37:31,""
saying?,00:29:37:31,00:29:37:54,""
I.,00:29:39:13,00:29:39:44,""
I,00:29:42:09,00:29:42:39,Speaker3
was.,00:29:42:39,00:29:43:13,Speaker3
I,00:29:43:13,00:29:43:42,Speaker5
wanted,00:29:43:42,00:29:43:58,Speaker5
to,00:29:43:58,00:29:44:06,Speaker5
say,00:29:44:06,00:29:44:20,Speaker5
something.,00:29:44:20,00:29:44:47,Speaker5
I've,00:29:44:47,00:29:44:56,Speaker5
forgotten,00:29:44:56,00:29:45:19,Speaker5
what,00:29:45:19,00:29:45:28,Speaker5
it,00:29:45:28,00:29:45:34,Speaker5
was.,00:29:45:34,00:29:46:17,Speaker5
"Yes,",00:29:46:35,00:29:47:15,Speaker3
"well,",00:29:47:15,00:29:47:43,Speaker3
you,00:29:47:43,00:29:47:51,Speaker3
were,00:29:47:51,00:29:47:56,Speaker3
about,00:29:47:56,00:29:48:12,Speaker3
to,00:29:48:12,00:29:48:18,Speaker3
say,00:29:48:18,00:29:48:50,Speaker3
that,00:29:48:50,00:29:49:15,Speaker3
you,00:29:49:15,00:29:49:28,Speaker3
watched,00:29:49:28,00:29:49:48,Speaker3
me,00:29:49:48,00:29:50:07,Speaker3
prepare,00:29:50:07,00:29:50:31,Speaker3
the,00:29:50:31,00:29:50:38,Speaker3
formula,00:29:50:38,00:29:51:21,Speaker3
and,00:29:51:21,00:29:51:50,Speaker3
fill,00:29:51:50,00:29:52:04,Speaker3
each,00:29:52:04,00:29:52:15,Speaker3
of,00:29:52:15,00:29:52:21,Speaker3
the,00:29:52:21,00:29:52:26,Speaker3
hypos.,00:29:52:26,00:29:52:48,Speaker3
